"id","FrontalSync","CentralSync","ParietalSync","trial"
"MOD1022",0.162197848946624,0.157597193306049,0.12070840640385,"Odd"
"MOD1025",0.101285716449895,0.0739520688479863,0.338689674010193,"Odd"
"MOD1051",0.0982014442210295,0.0221916890090777,-0.086403232826774,"Odd"
"MOD1054",0.134612801919531,0.0457238289668409,0.103247032106842,"Odd"
"MOD1058",0.206612357277767,-0.0450570960830218,0.422538837624623,"Odd"
"MOD1085",0.111507329477723,0.126330927685849,-0.0265697247323945,"Odd"
"MOD1118",0.0563972086673094,0.0402688657922694,-0.0144482204341505,"Odd"
"MOD1126",0.134534922706862,-0.178306516247026,0.014978812352628,"Odd"
"MOD1131",0.177397099871051,0.533684702213286,0.075488684424014,"Odd"
"MOD1135",0.126932108526261,-0.191118728181599,0.00660321210024209,"Odd"
"MOD1136",0.262849713226572,-0.0545781081842205,-0.0292804295199113,"Odd"
"MOD1146",0.00830965147816696,0.0369969265074122,0.115630034090062,"Odd"
"MOD1147",0.202445790194107,0.16267226896229,-0.0437255559949036,"Odd"
"MOD1164",0.559888353948756,0.151241840853309,0.21942969540056,"Odd"
"MOD1168",0.122170054602967,0.117345655216606,0.0230675781986676,"Odd"
"MOD1184",0.0857700593809745,0.0477535606865207,0.171950337667049,"Odd"
"MOD1188",0.237154464785824,-0.00639381200564141,0.0531572888875274,"Odd"
"MOD1192",0.129867441571855,0.141253691580544,0.217906073287224,"Odd"
"MOD1195",0.0512794022329627,0.0478306766950383,0.0949237884754995,"Odd"
"MOD1209",0.0889738603984705,0.0921008271446673,0.0469540482888114,"Odd"
"MOD1220",0.253211445724256,0.292150579871343,-0.00739361019262107,"Odd"
"MOD1239",0.106988082778149,0.0696526901727379,0.260184972454854,"Odd"
"MOD1252",-0.00452266020482588,-0.0291930948221062,0.0429029182672522,"Odd"
"MOD1256",0.259795885665025,0.0582299995700332,0.0349983893038618,"Odd"
"MOD1262",-0.0205851919363527,0.0361548916466039,0.00314126998415109,"Odd"
"MOD1266",0.20073935984993,0.115881155961848,0.0816805842083436,"Odd"
"MOD1277",0.0868357898389647,0.0156037757306867,0.0204065190584359,"Odd"
"MOD1293",0.306052994000973,0.152832068228901,0.185749378206036,"Odd"
"MOD1302",0.129360116072624,0.109872774206973,0.0127082040352537,"Odd"
"MOD1310",0.0374590815283072,0.15920306726119,0.262050561950697,"Odd"
"MOD1312",0.128056558473176,-0.0143310400381951,0.258110055029696,"Odd"
"MOD1315",0.0210465180387493,0.0657412437045662,0.153957827546143,"Odd"
"MOD1319",0.0604139710448669,0.0315736715781264,-0.051154600447773,"Odd"
"MOD1325",0.0118722457613148,0.0399712889468487,0.0148634909477587,"Odd"
"MOD1337",0.184677277585714,0.156139263887739,0.0623850810257653,"Odd"
"MOD1347",0.0594368686856906,-0.137253873805783,-0.0264943283563066,"Odd"
"MOD1357",0.0502245156230083,0.153808566957212,-0.0235153883781633,"Odd"
"MOD1384",-0.000247058133803921,0.129082913753573,0.119711601426094,"Odd"
"MOD1388",-0.0398675741057338,0.118568823740504,0.0258327616975007,"Odd"
"MOD1390",0.128297683602927,-0.0879200353608714,0.0623882721455985,"Odd"
