"id","FrontalSync","CentralSync","ParietalSync","trial"
"MOD1022",0.113215840785036,0.0877432088489991,0.0881921129343496,"After"
"MOD1025",0.128990634368658,0.0405994076549934,0.315591828004848,"After"
"MOD1051",0.142502573298935,0.0783536729380798,-0.0199514844519016,"After"
"MOD1054",0.0689978539599531,0.0545305941146978,0.0947436357874523,"After"
"MOD1058",0.0864182912616856,0.0179931675994537,0.342575379664329,"After"
"MOD1085",0.179731803768316,0.219892543304446,0.0276378802628672,"After"
"MOD1118",0.00767316063302362,0.0068515269318105,0.0750877839093366,"After"
"MOD1126",0.308856449110655,-0.0443372488304384,0.0126080164154196,"After"
"MOD1131",0.302149962091235,0.597479771440685,-0.0714621054365286,"After"
"MOD1135",0.168955565254324,-0.169881419305995,-0.0139901941670486,"After"
"MOD1136",0.301896151614926,-0.00281343494692304,0.0494291187508602,"After"
"MOD1146",-0.0253825279944992,-0.0402463653353599,0.00629381646552946,"After"
"MOD1147",0.24263493865478,0.11433090861223,-0.0739545787646142,"After"
"MOD1164",0.489898351053413,0.329284052505224,0.455961171856852,"After"
"MOD1168",0.0632904052362794,0.132170451080844,0.127122796788759,"After"
"MOD1184",0.053844311109211,0.0855622887178891,0.352334334921537,"After"
"MOD1188",0.138090075987428,0.059857976078347,0.0573395541964536,"After"
"MOD1192",0.103613681332773,0.0914623882199785,0.0646973590558094,"After"
"MOD1195",0.110813977642554,0.0242816037955339,0.100693814772341,"After"
"MOD1209",0.0270493593412472,0.0901379746636238,0.00339059297785457,"After"
"MOD1220",0.300127065159528,0.151148789598973,0.0448058511549002,"After"
"MOD1239",0.0675697389631327,0.0266783875788784,0.180329439260617,"After"
"MOD1252",0.0678450709684957,0.0131471273901276,-0.00628741636853909,"After"
"MOD1256",0.220889604342753,0.00760359417975159,-0.00136559443968574,"After"
"MOD1262",0.0953469052818785,0.136307099176262,0.0616068779165208,"After"
"MOD1266",0.168041467993034,0.103464293083572,0.114131985443965,"After"
"MOD1277",0.0318474427306379,-0.0258101323083855,-0.00900298007153042,"After"
"MOD1293",0.34820276868644,0.240469954070712,0.109574099717284,"After"
"MOD1302",0.117879143364038,0.133036015206512,0.0293666353383597,"After"
"MOD1310",0.190277055567894,0.245585509663995,0.321082030654077,"After"
"MOD1312",0.0342517965035604,0.107538096054566,0.302921950204384,"After"
"MOD1315",-0.157746887412284,-0.0641141543401286,0.127823664678304,"After"
"MOD1319",0.0568131352017796,0.08500138522502,0.15219940796121,"After"
"MOD1325",0.0529758227467215,-0.0339365131326799,0.0186867820170247,"After"
"MOD1337",0.283831095124959,0.173809302823541,0.182891846443926,"After"
"MOD1347",0.195590899939305,-0.016524287772504,0.0147018325245311,"After"
"MOD1357",-0.0437473599430014,0.0285135972700339,-0.0136043320706334,"After"
"MOD1384",0.0764146194994696,0.195966068289575,0.202709033446099,"After"
"MOD1388",-0.0562431491901849,-0.0104746637912553,0.0843049429227791,"After"
"MOD1390",0.0686405751865948,0.0318237201186864,-0.00894880211050066,"After"
"MOD1391",-0.136972239465002,-0.168153627633575,-0.216370113529371,"After"
"MOD1394",0.181138505124977,0.0734360921875771,0.11117163795138,"After"
"MOD1395",-0.0177296758419257,0.0322016227403135,0.0967147768343619,"After"
"MOD1397",0.0387144165103976,-0.0497405129734637,0.0384479503942359,"After"
"MOD1405",-0.00392129640915052,0.108567721405638,0.0252934910045509,"After"
"MOD1414",0.14293226376905,0.0371804733869015,0.160955275844042,"After"
"MOD1416",0.0597634286957245,0.190510687217206,0.2676865201064,"After"
"MOD1420",-0.0697934330699781,0.12527859086622,0.191297830396874,"After"
"MOD1421",0.104259398461481,0.0618056391168471,0.228972504509241,"After"
"MOD1426",0.26705701014743,-0.145167027342001,0.117677186460427,"After"
"MOD1433",-0.0235087358317798,-0.0572629660464943,0.0439431049396761,"After"
"MOD1448",0.0379006243988498,0.121610397739173,0.0936443991473193,"After"
"MOD1468",0.392949667375122,-0.0200059749152645,-0.0102641253891021,"After"
"MOD1469",0.0281274018333294,-0.00230100149815284,-0.0706989913502767,"After"
"MOD1470",-0.1202447022783,0.101286274936953,0.0604191090114515,"After"
"MOD1475",0.153244817684176,0.040589700200673,0.313788042319461,"After"
"MOD1481",0.0983762750764585,0.0993902316044634,0.0795905045722109,"After"
"MOD1482",0.0149800306906765,-0.0299059142635948,0.00559968758949184,"After"
"MOD1483",0.0733431905960267,0.038008711860572,0.0728288599846126,"After"
"MOD1484",0.132812627967492,0.054144114432338,0.128957726124601,"After"
"MOD1493",-0.102418338629227,0.106518382607979,0.139352341673448,"After"
"MOD1502",0.0947508006345019,0.110212287931853,0.0901929781762228,"After"
"MOD1503",0.24575736642196,0.232527703059141,0.0987016412584582,"After"
"MOD1504",-0.0821906526307611,0.248231904460751,0.299358140369326,"After"
"MOD1508",0.140375529994227,0.187118668876462,0.166054379870721,"After"
"MOD1516",0.20010206381413,0.123939923669143,0.0887583115453235,"After"
"MOD1517",0.0176414315020421,0.211182631660462,0.25485075818372,"After"
"MOD1518",0.243936955453624,0.112465864114192,0.127438060349352,"After"
"MOD1522",0.00157671907821387,-0.0841053791207413,0.00772503959524499,"After"
"MOD1532",0.158415444484551,-0.00331045554225416,-0.018368431943515,"After"
"MOD1533",0.0268377499853998,0.0798603976548307,-0.0611047516645308,"After"
"MOD1558",0.131077524852614,0.102055264380187,-0.0191963427182707,"After"
"MOD1567",0.13897718360228,-0.00411978162367881,0.00575342868439012,"After"
"MOD1578",0.916024151024309,0.671401365348172,0.327812994447001,"After"
"MOD1669",0.218418613791725,0.133930155022798,0.041304356149431,"After"
"MOD1675",0.189142437132931,0.0024208188946443,0.0252136070345544,"After"
"MOD1689",0.0958820089288782,0.0888222476542463,-0.0287170197900905,"After"
"MOD1699",0.0706100438525061,0.109408317749731,0.0493704693226655,"After"
"MOD1707",0.141820861833466,0.0795373857918636,0.0994509003208911,"After"
"MOD1711",0.225212248890064,0.240499439672124,0.177371662594142,"After"
"MOD1714",-0.0279974977626466,8.0098953425226e-05,0.0832424690173399,"After"
"MOD1729",0.158706999592905,0.202754675174627,0.240556607089395,"After"
"MOD1731",0.0555634246915927,-0.0594807807929958,0.0446853668743201,"After"
"MOD1735",0.045947209014383,-0.0807560964755171,-0.0664718163738322,"After"
"MOD1740",0.0642087093660756,-0.123257773123428,0.0420941485969601,"After"
